article,classification,summary
"Surkhet, nepal ( cnn ) ten years ago, with her high school diploma and a backpack, maggie doyne left her new jersey hometown to travel the world before college. She lived in a buddhist monastery, helped rebuild a sea wall in fiji, then went to india and worked with nepalese refugees. There, she met a young girl who wanted to find her family in nepal. Doyne went with her. That's when doyne's life took an unexpected turn. Do you know a hero? Nominations are open for cnn heroes 2015. A decade - long civil war had just ended in the country, and doyne witnessed its effects firsthand. She met women and children who were suffering, struggling to survive. ` `it changed me,'' said doyne, now 28. ` `there were children with mallets that would go into the riverbed, pick up a big stone and break it into little, little pieces ( to sell ). And they were doing that all day, every day.' ' doyne called her parents and asked them to wire her the $ 5, 000 she had earned babysitting. In 2006, she purchased land in surkhet, a district in western nepal. She worked for two years with the local community to build the kopila valley children's home. Today, kopila - - which means `` flower bud'' in nepali - - is home to about 50 children, from infants to teenagers. Doyne started the blinknow foundation to support and grow her efforts. In 2010, the group opened its kopila valley school, which today educates more than 350 students. Doyne lives in nepal year - round, traveling to the u. S. A few times a year. See more cnn heroes. The cnn heroes team traveled to surkhet and talked to doyne about her work and the community she supports. Below",hallucinated,"Nominations are open for cnn heroes 2015. Doyne, nepal, met women and children in nepal. The school is home to about 50 children."
"Teenagers across america got a very realistic simulation of a prom night drinking and driving crash and from the looks of their aghast faces it seems as though they learned their lesson. The glasford school in illinois hosted one of several simulations put on by the american red cross to educate students on the dangers of drunk driving. The staged event on thursday used student actors playing accident victims and used real local police, fire and rescue personnel responding to the scene, reports the journal star. Scroll down for video. Hit close to home : illini bluffs high school senior moriah nau, center right, embraces classmate jordan lowe thursday as they are both affected by the intensity of a simulated prom night fatal automobile accident. Playing dead : illini bluffs high school senior alanni young stands thursday as american red cross central illinois chapter employee lisa maynard adds a touch of realism before a simulated prom night accident. In attendance at the event and clearly troubled was an illini bluffs high school senior named moriah nau who wiped her tears away as she was embraced by her friend. Nau's brother, austin, died at age 17 in a 2011 non - alcohol - related automobile accident. Playing one of the injured students was alanni young who was sprayed with makeup that realistically looked like blood. Playing the drunk driver in a tuxedo was illini bluffs high school senior sam giftos who stumbled out of the vehicle with fake blood dripping down his face as beer cans lined the street. In the simulation, actual firefighters removed one of the injured passengers, senior jule hemp, in a stretcher and a neck brace. The illinois high school was not the only one to host a drunken driving accident simulation this week. Very real : beer cans litter the ground as illini bluffs high school senior sam giftos acts the role of the drunken driver involved in a fatal prom night accident thursday in glasford. Bloodied : alanni young prepares to simulate a fatal car crash on",hallucinated,"The glasford school in illinois hosted one of several simulations put on by the american red cross to educate students on the dangers of drunk driving. The staged event on thursday used student actors playing accident victims and used real local police, fire and rescue personnel. Illini's brother, austin, died at age 17 in a 2011 non-alcohol-related automobile accident."
"The body of a new york woman was left dangling from a fire escape for more than an hour sunday after she hung herself, police say. The unnamed woman was discovered around 8. 20 am sunday hanging from the third - floor fire escape of her apartment building on utica ave. Near prospect place in crown heights, the new york post reports. One man, who declined to give his name, told the new york daily news that he awoke to find the woman's body hanging outside his apartment. ` i'm traumatized. We got up and she was dead,' he said. ` she hung herself outside my window.' Hanging : the body of a new york woman was left dangling from a fire escape for more than an hour sunday after she hung herself. Witnesses say they were traumatized and one passer - by told the post she initially thought the body was fake and believed it was a `halloween prank.' The woman's identity has not been released pending notification of her family. One neighbor, 66 - year - old stella wiley, who saw the woman walking her dog earlier in the day, described the woman as a `very social, `nice girl.' Prank : witnesses say they were traumatized and one passer - by said she initially thought the body was fake and believed it was a `halloween prank' wiley noted that the woman had mental health issues and `couldn't come out of that dark spot.' ` it's a terrible thing. Poor girl,' witness horace benoit, 38, told the post. ` her body was out there so long just hanging, it was like a horror movie. For confidential help, call the national suicide prevention lifeline at 1 - 800 - 273 - 8255 or click here.",hallucinated,"The body of a new york woman was left dangling from a fire escape for more than an hour sunday after she hung herself, police say. One man said he awoke to find the woman's body hanging outside his apartment. Witnesses say she thought the body was fake and believed it was a `halloween prank."
"The european union will today accuse google of illegally abusing its supremacy on the internet search market. Brussels will say that google has used its massive dominance as a search engine to divert internet users from rivals to its own services, which include youtube and the google + social network. In one of the most high - profile competition cases of recent years, europe could fine google more than $ 4 billion amid a wave of political opposition in europe to the perceived dominance of us tech companies. Google currently boasts a 90 per cent share in europe's search engine market. The european union will accuse google of illegally abusing its supremacy on the internet search market. But the ruling - the result of a five - year investigation into the american search giant - - means google may ultimately have to change its business model and pay multi - billion pound fines to brussels. Margrethe vestager, the eu's competition commissioner, will today serve the company with a formal charge sheet alleging that it breached anti - trust rules, according to the financial times. Google's competitors, including the computer giant microsoft and sites such as travel booking firm expedia and tripadvisor, claim that its method of promoting its own companies above rivals on its search site stops them competing on a level playing field. And in a further blow to google, the eu is also expected to probe google's operating system for android smartphones. The investigation will centre on whether google imposes restrictions on phone makers that force them to favour their own apps, such as youtube. Google has previously rejected the allegations, and insisted that android is an open platform that is distributed for free. Margrethe vestager, the eu's competition commissioner, will today serve google with a formal charge sheet. After charges are issued, google will have ten weeks to reply to brussels, according to the financial times. They will also get the chance to argue their case in a formal hearing. The investigation into google began in 2010 but was repeatedly delayed because the commission",hallucinated,European union will accuse google of illegally abusing its supremacy on the internet search market. Google currently boasts a 90 per cent share in europe's search engine market. Google will have to probe google's operating system for android smartphones.
"The family of a syrian imam who was shot dead on a london street have paid tribute to `the most peaceful man you could ever wish to meet' as counter - terror police continue to investigate his murder. Abdul hadi arwani, 48, a fierce critic of president bashar al - assad, may have been assassinated by the governing regime in his home country, according to friends. The father of six was found slumped in a volkswagen passat with wounds to his chest on a street in wembley on tuesday morning. Last night it emerged that metropolitan police counter - terrorism officers, who handle political assassinations, were now leading the inquiry because of its potential `international dimensions'. Scroll down for video. Outspoken : abdul hadi arwani had taken part in a demonstration against president assad three years ago. His son murhaf issued a statement on behalf of the family, calling for witnesses to come forward and paying tribute to the political dissident who fled syria after being apparently sentenced to death by assad's father. ` my family and i have been in a state of shock ever since we learned of this terrible news,' he said. ` we have not slept and our minds are a blur as to what happened and why. ` the police are currently investigating this brutal murder. As an individual, a family and a community, we are helping the police to solve this heinous crime.' Murhaf continued : `he was the most peaceful man you could ever wish to meet. He just loved to help people. He did not care what your background, race or status was. ` he did not care if you were rich or poor. He just wanted to help people in need. ` he was an old fashioned man who thought love and understanding could cure all of the world's ills. He was always smiling and joking with everyone he met. ` he showed so much love to his congregation and to his community as an imam and a loving father to us",hallucinated,"Abdul hadi arwani, 48, a fierce critic of bashar al-assad, may have been assassinated by the regime in his home country. The father of six was found slumped in a volkswagen passat with wounds to his chest on a street in wembley on tuesday morning. His son was sentenced to death by assad's father."
"The family rift in france's national front deepened yesterday after founder jean - marie le pen pulled out of regional elections - - but said his granddaughter should stand in his place. The 86 - year - old's announcement came after he infuriated his daughter marine, the far - right party's current leader, with a series of racist and anti - semitic remarks last week. Mr le pen had repeated his claim that the holocaust - in which the nazis murdered six million jews - was `a detail of history' and had also praised france's wartime leader marshal petain, who collaborated with hitler. Keeping it in the family : national front founder jean - marie le pen, 86, right, angered daughter marine, 46, and now wants granddaughter marion marechal - le pen, 25, to replace him in the regional elections. Next generation : shortly after her grandfather's comments, marion marechal - le pen, 25, pictured with le pen in 2012, confirmed that she would seek the party's nomination. His 46 - year - old daughter had reacted furiously to the outburst, saying she would oppose his candidacy in regional elections in december and accusing him of `political suicide'. Now party founder le pen has told french publication le figaro that he will not stand in the south - east provence - alpes - cote d' azur region `even though i think i am the best candidate'. He said it was because the party was at risk of being `dangerously weakened' over what he called a severe but unjustified crisis over his comments. The former paratrooper, who remains the front's honorary president and will retain his seat in the european parliament, said : `if i must make a sacrifice for the future of the movement, i would not be the one to cause it damage,' mr le pen said the best replacement candidate would be his grand - daughter marion marechal - le pen, 25, who confirmed shortly after that she would seek the",hallucinated,"The family rift in france's national front came after he infuriated his daughter marine, with a series of racist and anti-semitic remarks last week. Mr le pen had repeated his claim that the holocaust was `a detail of history' and had also praised france's wartime leader marshal petain to replace him in the regional elections. Now party founder le pen has said he will not stand in."
"The president of the european central bank was left cowering behind his bodyguard after being sprinkled with confetti by a female protester. A flabbergasted mario draghi held his hands up for protection when the demonstrator leapt on to the podium and began throwing paper at him during a press conference. The woman - who identified herself later as josephine witt - yelled `end the ecb dictatorship!' Before being bundled off by two heavyset guards, while a third threw himself in front of mr draghi. The protester flashed a v - for - victory sign and smiled as the two men in grey suits carried her away by her arms and legs while the ecb boss was taken into a side room. Flabbergasted : ex - femen activist josephine witt throws confetti at european central bank president mario draghi during a press conference in frankfurt, germany. Taken by surprise : mr draghi held his hands up for protection when the demonstrator leapt on to the podium and began throwing paper at him. Police said the woman was 21 and from hamburg. Miss witt said she was formerly associated with feminist activist group femen. But the organisation, known for topless protests against what it sees as male `economic, cultural and ideological occupation', claimed responsibility for the demonstration. Mr draghi returned minutes later looking a little shaken but resumed his press conference, earning a small round of applause from the press corps at the end for his composure. Ecb news conferences are usually sombre affairs, attended by reporters concerned with technical matters such as quantitative easing and asset - backed securities. Taken down : the woman yelled `end the ecb dictatorship!' Before being bundled off by two heavyset guards, while a third threw himself in front of mr draghi. Defiant : police, who took her into custody after the incident in frankfurt, said she was 21 and from hamburg. ` the rest of the press conference could hardly match the excitement of",hallucinated,"Mario draghi yelled `end the ecb dictatorship!' Before being bundled off by two heavyset guards, while a third threw himself in front of mr draghi. Police said the woman was 21 and from hamburg. Miss witt said she was associated with feminist activist group femen."
"Ufc women's champion ronda rousey reinforced her support for manny pacquiao in his may 2 megafight with floyd mayweather as she paid a visit to the filipino's los angeles training camp. Rousey, the undefeated ufc bantamweight title holder, has made it clear she is in underdog pacquiao's camp in the the lead up to the fight. ` truly honored to meet such a humble and genuine person. Thank you @ mannypacquiao for welcoming us into your home,' rousey posted on twitter. Ronda rousey said she was `truly honoured to meet such a humble and genuine person' in manny pacquiao. Pacquiao posted this image with rousey on his twitter page after a visit in los angeles. And it's appreciated by the pacman, who posted an image of the pair expressing his gratitude to the fast and furious 7 star on his twitter page. ` thank you for visiting me @ rondarousey and for your support. God bless!' He wrote. Back in february rousey, 28, who has signed a multi - fight deal with the ufc but is also keen to get in the boxing ring, told tmz sports why she was in camp pacquiao for the richest fight in history. Pacquiao is preparing for his may 2 megafight against floyd mayweather in las vegas. Rousey, the ufc women's bantamweight champion, recently starred in the film fast and furious 7. ` pacquiao's been very, very nice me, so i'm going to root for him,' rousey said. She follows a host of other celebrities to back pacquiao, including the fighter star mark wahlberg, nfl quarterback tim teebow, basketball legend robert jaworski and actor robert duvall who have met with the boxer at his camp. But none of them have the distinction, as rousey does, of being the only person promised a free",hallucinated,Manny pacquiao paid a visit to the los angeles training camp. The ufc bantamweight title holder is in the lead up to the fight. Rousey said she was honoured to meet such a humble and genuine person.
"While easter in the uk is celebrated with chocolate eggs and a roast lamb, in greece they mark the day slightly differently - and a week later. As orthodox easter sunday was held, thousands of homemade rockets were aimed at church towers in the aegean island of chios by rival parishioners in their traditional `mock war'. Dozens of brave souls even attend the late - night services inside the churches of aghios markos and panaghia erithiani while the annual battle is held - - even when the structures and surrounding homes are ringed in defensive veils of chicken wire. Fortunately, severe injuries are rare in vrontados during the fiery celebrations. Although small firework displays are held at churches around the country at midnight services on easter saturday - despite official disapproval from church officials - vrontados is in a league of its own, drawing spectators from all over greece and abroad. The custom dates back to the 19th century, when the island was under turkish occupation, but may have older roots. Preparations last all year, while on the saturday morning participants parade their hardware through the village in lorries, honking their horns. Easter sunday was celebrated in services across europe, with thousands of people attending church in greece, russia, turkey and the balkans to mark the most important day of the christian calendar - jesus christ's resurrection from the dead. Russian president vladimir putin attended the easter sunday service in moscow, meeting with the patriach of moscow and all russia kirill, while pope francis held a commemorative service in st peter's basilica in the vatican with armenian clergy to mark 100 years since the armenian genocide. Scroll down for video. While easter in the uk is celebrated with chocolate eggs and a roast lamb, in greece they mark the day slightly differently with thousands of homemade rockets. St. Mark's and panagia erithiani church congregations perform `rocket war' by firing thousands of home - made rockets across the sky. The rockets created beautiful patterns against the deep blue",hallucinated,"As orthodox easter sunday was held, thousands of rockets were aimed at church towers in the aegean island of chios by rival parishioners in their traditional `mock war' severe injuries are rare in vrontados. Vrontados is in a league of its own when the custom dates back to the 19th century. Easter in the uk is seen with chocolate eggs and a roast lamb."
"Women from around the world have been writing letters to convicted australian serial killer ivan milat since he was locked up in a maximum security prison twenty years ago, a new book reveals. The milat letters, is a compilation of 94 notes from milat to his eldest nephew alistair shipsey. Milat is serving seven consecutive life sentences for the murders of seven backpackers in nsw between 1989 and 1992. In the letters, he tells shipsey about his `fair share' of `sheilas', who write `some frightening things' - and one woman who has even proposed. ` every month someone new writes ; the latest one was from texas. She tells me she's 25, white. I ought to ask her `` why'' as she only knows me from a website, and there's nothing nice about me on it,' one of the letters reads. ` as you know there are a lot of wackos out there as well. A lot of them write to me at times. I tell you al, there are some real crazy people out and about.' Scroll down for video. Ivan milat butchered and buried the bodies of seven young people between 1989 and 1992 in the belanglo state forest in southern nsw. Ivan milat, 70, was convicted of butchering seven young people between 1989 and 1992 and burying their bodies in the belanglo state forest in southern nsw. He has been locked up in goulburn's supermax jail for almost 20 years. Now, shipsey, a 55 - year - old former rebels bikie gang member who has been banned from visiting milat in prison, says he has released the book of his uncle's letters for `those who want to read the facts.' ' i have done this purely to show how the system can vilify a person without giving them a fair trial or a chance to appeal to his convictions,' shipsey says on his milat letter facebook page.",hallucinated,Ivan milat was convicted of butchering seven young people between 1989 and 1992 and burying their bodies in the belanglo state forest in southern nsw. He has been locked up in goulburn's supermax jail for almost 20 years. Shipsey says he has released the book of his uncle's letters for `those who want to read the facts' shipsey is a compilation of 94 notes from milat to his eldest nephew alistair shipsey.
"You'd have thought the celebrations would've stopped but the new england patriots are still reveling in february's super bowl xlix win as they visited the white house to receive congratulations from president barack obama. But there was one notable absence from the patriots squad who visited on thursday, with quarterback tom brady nowhere to be seen. However, a spokesman for the patriots said `prior family commitments' were the reason why brady didn't attend the visit. Scroll down for video. President barack obama ( centre ) welcomed the new england patriots to the white house on thursday. Patriots beat seattle seahawks 28 - 24 to win super bowl xlix in february and were congratulated by obama. But there was one notable absence with quarterback tom brady nowhere to be seen at the white house. The patriots beat seattle seahawks 28 - 24 to win the nfl super bowl in glendale, arizona with brady named as mvp for the third time in his fourth super bowl victory. Although brady wasn't able to visit the white house with his team - mates, he'll be fondly remembered for his performance in the patriots' super bowl win. He joins the likes of joe montana and terry bradshaw on four rings, and is now the all - time leader with 12 super bowl touchdown passes and completions on 37. It was also his record sixth appearance in the nfl's seasonal showpiece. A spokesman for the patriots said `prior family commitments' was the reason why brady didn't attend the visit. The 30 year - old ( middle ) has met obama ( right ) before back in 2005 when the president was a us senator. Obama receives a patriots team jersey beside head coach bill belichick ( left ) and owner robert kraft ( right ). The president holds a football presented to him during the white house visit which honored the patriots",hallucinated,"The new england patriots beat seattle seahawks 28-24 to win super bowl xlix in glendale, arizona with brady named as mvp for the third time in his fourth super bowl victory. The patriots said `prior family commitments' were the reason why brady didn't attend the white house on thursday. The president was a senator with 12 super bowl touchdown passes and completions on 37."
"` gunman' : claudio giardiello was described as `very unusual' and `over the top' by his former lawyer. A gunman has killed four people - including a judge and a witness - after going on a rampage at a milan court where he was due to appear today accused of fraudulent bankruptcy. The defendant, claudio giardiello, 46, is said to have first killed his lawyer lorenzo alberto claris appiani, 37, and his co - defendant before shooting dead judge fernando ciampi in an act of revenge `against those that ruined me'. Prosecutors said the attack was carried out with `cold premeditation'. A fourth victim, understood to have been a witness, had no visible injuries and is thought to have died of a heart attack. Several other people suffered serious injuries in the attack, including giardiello's former colleagues and accountant. After his killing spree, the gunman managed to evade police and fled the courthouse on his motorbike, reaching the town of vimercate 15 miles from milan before being arrested. Giardiello likely used a false id pass to enter the court through a side door reserved for judges and lawyers, who are not obliged to have their belongings scanned by a metal detector, milan public prosecutor edmondo bruto liberati said. Prime minister matteo renzi said the attack' a moment of great pain, of sadness' adding that it was `unthinkable someone should be able to enter a court with a weapon.' He promised `the government will shed the utmost light on the event' and described the police who had chased down and arrested the man as heroic. The gunman's attack began when he fired four or five rounds from multiple weapons at 11am. Witnesses reported barricading themselves inside their offices and taking cover under their desks as police hunted for the gunman. After texting loved ones that they were ok, employees and lawyers were eventually allowed to trickle out of the",hallucinated,"Claudio giardiello, 46, is said to have killed his lawyer lorenzo alberto claris appiani, 37, and his co-defendant before shooting dead judge fernando ciampi in an act of revenge `against those that ruined me' prosecutors said the attack was carried out with `cold premeditation' fourth victim had no visible injuries and is thought to have died of a heart attack. Giardiello likely used a false id pass to enter court. After his killing spree, giardiello's former colleagues and accountant"
